seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.797527461,5311.590165,93,
,,,,,,,,,,,0.814753369,93 平均值,93,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.798925564,139.9010242,145,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.823457368,131.2010544,145,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.831178875,102.6595801,145,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.818203006,126.8769663,145,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.801718238,107.3795579,145,
,,,,,,,,,,,0.81469661,145 平均值,145,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.79934355,151.2447915,55,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.824247111,98.53586514,55,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.838843238,105.3597428,55,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.812164359,100.7235434,55,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.798388795,182.8463647,55,
,,,,,,,,,,,0.814597411,55 平均值,55,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0.0005,0.825537347,128.4138392,157,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0.0005,0.809779719,97.43165749,157,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0.0005,0.810853257,121.6336309,157,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0.0005,0.814667781,106.0736418,157,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0.0005,0.811426302,156.6246142,157,
,,,,,,,,,,,0.814452881,157 平均值,157,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.796463876,544.3583663,16,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.845181089,534.0269146,16,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.803121798,1187.105918,16,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.802688402,1252.309626,16,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.823725752,1026.330802,16,
,,,,,,,,,,,0.814236183,16 平均值,16,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.81018679,25753.55976,41,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.810646511,15994.72381,41,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.819167713,31821.05325,41,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.824220787,19614.05958,41,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.806812082,9726.322464,41,
,,,,,,,,,,,0.814206777,41 平均值,41,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.791141455,9751.319406,184,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.811823421,11259.79712,184,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.825702358,3404.700188,184,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.83081707,6733.854789,184,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.810914895,19548.90853,184,
,,,,,,,,,,,0.81407984,184 平均值,184,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.825857417,895.3630921,69,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.813506281,436.2499694,69,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.803493555,1313.257581,69,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.814414807,687.9174763,69,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.812639489,610.6406964,69,
,,,,,,,,,,,0.81398231,69 平均值,69,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.815812909,10669.28291,95,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.794771064,21044.76512,95,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.818414247,39417.98877,95,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.822564252,13272.81499,95,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.81529155,14767.23551,95,
,,,,,,,,,,,0.813370804,95 平均值,95,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.826310717,1170.088663,121,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.79387249,1517.316726,121,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.799472285,1515.013306,121,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.812979464,1985.866534,121,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.832716627,690.4608656,121,
,,,,,,,,,,,0.813070317,121 平均值,121,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.82192411,1029.528071,116,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.817692563,428.0824758,116,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.805671449,1631.119568,116,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.786832859,1174.843029,116,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.832871687,689.6632173,116,
,,,,,,,,,,,0.812998534,116 平均值,116,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.798734228,3669.964812,24,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.858331921,1053.126462,24,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.801759009,2185.444602,24,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.806858311,1434.95134,24,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.798724276,3343.871631,24,
,,,,,,,,,,,0.812881549,24 平均值,24,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.81450277,467.9936988,73,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.824479219,306.3064624,73,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.801898659,265.0516568,73,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.803121798,609.3121068,73,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.818914739,466.521798,73,
,,,,,,,,,,,0.812583437,73 平均值,73,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.799410646,8777.20462,31,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.792866049,5524.833141,31,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.811591314,4087.570136,31,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.841877971,1946.097668,31,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.815059443,4534.687064,31,
,,,,,,,,,,,0.812161085,31 平均值,31,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.8112767,104.5859664,53,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.816489328,95.78423997,53,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.807880162,132.8050909,53,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.820742705,129.6714328,53,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.80430866,104.7353209,53,
,,,,,,,,,,,0.812139511,53 平均值,53,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.850332077,20302.56115,141,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.801785334,15268.19247,141,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.783539694,56590.26918,141,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.81234478,42810.4153,141,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.806346904,29228.8278,141,
,,,,,,,,,,,0.810869758,141 平均值,141,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.799611934,1828.848842,28,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.821872424,427.5442976,28,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.822512565,1562.355806,28,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.802790812,2967.089397,28,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.80702878,2131.753844,28,
,,,,,,,,,,,0.810763303,28 平均值,28,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.807741475,2212.204267,181,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.798022495,1560.037534,181,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.799410646,1722.703279,181,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.836504827,2483.953086,181,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.807766837,1944.964652,181,
,,,,,,,,,,,0.809889256,181 平均值,181,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.825320649,111.5469231,5,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.811859698,95.06898241,5,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.793924177,138.1717117,5,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.818177645,138.337044,5,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.79813582,139.0236343,5,
,,,,,,,,,,,0.809483598,5 平均值,5,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.805382197,103.6462439,49,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.795952469,251.7392958,49,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.809986465,154.3628082,49,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.821124415,121.7589467,49,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.813966001,98.22302361,49,
,,,,,,,,,,,0.809282309,49 平均值,49,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.796680574,1050.191704,112,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.79711397,1627.62244,112,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.800417087,611.5064084,112,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.829465196,418.9493977,112,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.822652215,341.2444978,112,
,,,,,,,,,,,0.809265808,112 平均值,112,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.822564252,1792.096189,19,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.807725103,1768.3547,19,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.828943837,1358.574294,19,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.798967298,1171.604937,19,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.787647965,2922.874548,19,
,,,,,,,,,,,0.809169691,19 平均值,19,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.773180573,43454.35383,44,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.802403645,31523.59496,44,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.827090508,29292.93161,44,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.821196005,26094.3727,44,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.821516076,21721.46809,44,
,,,,,,,,,,,0.809077361,44 平均值,44,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.791982885,2231.605386,174,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.831188827,1738.606398,174,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.789996327,1078.302378,174,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.823147249,1013.948115,174,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.808773278,1636.674848,174,
,,,,,,,,,,,0.809017713,174 平均值,174,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.840076329,13549.46922,140,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.804396623,15173.23739,140,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.805263415,18439.66417,140,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.792432654,59935.76892,140,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.802280368,37238.73413,140,
,,,,,,,,,,,0.808889878,140 平均值,140,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.792659303,784.9824034,20,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.807473091,1069.790771,20,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.802703812,798.0874801,20,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.848882288,216.8389526,20,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.792225908,2150.106451,20,
,,,,,,,,,,,0.80878888,20 平均值,20,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.799230225,1132.105646,113,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.806043206,1021.589884,113,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.803710253,1269.570144,113,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.810048104,794.7128021,113,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.821160692,1699.089257,113,
,,,,,,,,,,,0.808038496,113 平均值,113,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.778935426,58463.76688,94,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.817087735,28195.7964,94,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.833573467,18925.75614,94,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.786651475,19636.82685,94,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.823725752,21665.2236,94,
,,,,,,,,,,,0.807994771,94 平均值,94,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.817139421,435.2168731,173,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.80515009,506.880125,173,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.798657179,607.5363948,173,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.793810852,846.7877957,173,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.823787391,378.4673065,173,
,,,,,,,,,,,0.807708987,173 平均值,173,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.814033097,109.6099229,101,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.808453207,95.29714706,101,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.801960297,125.9239344,101,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.807818523,126.7400839,101,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.805800183,104.7954584,101,
,,,,,,,,,,,0.807613062,101 平均值,101,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.805784774,9351.694215,190,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.815111129,16055.93391,190,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.803518917,17082.82896,190,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.812448153,13436.91511,190,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.800953856,17632.6675,190,
,,,,,,,,,,,0.807563366,190 平均值,190,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.829361823,562.0061895,169,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.787136558,581.3616438,169,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.799895728,458.9432087,169,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.820494225,348.0279329,169,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.800225751,702.6107039,169,
,,,,,,,,,,,0.807422817,169 平均值,169,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.81829097,1751.029938,120,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.825433974,745.1552263,120,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.785036675,3414.7841,120,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.792277594,2940.623163,120,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.814894431,1529.436968,120,
,,,,,,,,,,,0.807186729,120 平均值,120,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.827523904,3162.348656,88,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.782341916,12159.88746,88,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.800355449,4796.069292,88,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.824210835,8925.728291,88,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.801465263,9503.568607,88,
,,,,,,,,,,,0.807179473,88 平均值,88,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.781856834,4013.318178,125,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.812726489,2756.354322,125,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.807431357,1899.738748,125,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.812509792,3038.596412,125,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.820174154,1494.487936,125,
,,,,,,,,,,,0.806939725,125 平均值,125,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.819002702,833.5619578,78,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.804040276,2021.862065,78,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.812623116,1384.10573,78,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.802827089,1634.526221,78,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.794677643,752.502857,78,
,,,,,,,,,,,0.806634165,78 平均值,78,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.789077849,21072.61314,136,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.833511828,22281.60129,136,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.804030324,24874.2354,136,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.812066444,23788.15864,136,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.792494292,11889.176,136,
,,,,,,,,,,,0.806236147,136 平均值,136,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.813289583,1453.960934,18,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.813722979,1426.042347,18,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.819297411,1938.32606,18,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.816644387,986.6122381,18,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.767772115,1517.579947,18,
,,,,,,,,,,,0.806145295,18 平均值,18,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.813263258,19450.76578,187,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.780365311,13259.00392,187,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.796540924,17001.72559,187,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.806233579,14343.88566,187,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.833635105,14622.361,187,
,,,,,,,,,,,0.806007635,187 平均值,187,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.788349745,4769.679229,29,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.833470094,904.2949606,29,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.798857505,2864.045887,29,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.799575657,2127.914351,29,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.80941342,1299.479592,29,
,,,,,,,,,,,0.805933284,29 平均值,29,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.808598315,3882.410387,81,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.81118328,2645.703107,81,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.810533186,3657.787156,81,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.770337175,3183.791142,81,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.828128732,2691.799326,81,
,,,,,,,,,,,0.805756138,81 平均值,81,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.81211813,18189.51786,191,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.801960297,37269.71178,191,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.78227482,12675.02646,191,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.808731544,9809.693377,191,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.821655726,10868.99708,191,
,,,,,,,,,,,0.805348103,191 平均值,191,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.812933235,2151.574758,80,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.810368174,1291.291391,80,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.781284752,6848.303583,80,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.823353995,3019.03554,80,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.794450994,1480.049412,80,
,,,,,,,,,,,0.80447823,80 平均值,80,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.819565795,4076.675089,177,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.797052331,4405.287114,177,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.803431916,3449.541238,177,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.776881772,4167.244644,177,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.824479219,1849.602429,177,
,,,,,,,,,,,0.804282207,177 平均值,177,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.787977987,8703.998533,186,
