seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.789077849,19258.26271,87,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.792060896,15140.19664,87,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.754698331,28245.49405,87,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.772530479,15601.33594,87,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.798734228,15469.94786,87,
,,,,,,,,,,,0.781420357,87 平均值,87,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.781459715,17374.29124,135,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.804567092,14230.8903,135,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.765665811,34907.9565,135,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.771508628,9629.226383,135,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.776995097,14395.43769,135,
,,,,,,,,,,,0.780039269,135 平均值,135,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.796525514,20553.66991,183,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.781960207,23543.36087,183,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.764892441,7016.384583,183,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.77448718,21423.5615,183,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.775173551,11837.05462,183,
,,,,,,,,,,,0.778607779,183 平均值,183,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.787977987,124628.2279,138,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.761423349,261946.6475,138,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.760117704,199429.5861,138,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.783436321,153060.9023,138,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.799472285,76951.59716,138,
,,,,,,,,,,,0.778485529,138 平均值,138,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.781918473,22233.30997,134,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.719617032,26889.70801,134,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.787276207,12577.54058,134,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.807075009,7416.301768,134,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.793444552,12132.77495,134,
,,,,,,,,,,,0.777866255,134 平均值,134,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.772685538,4321.2871,33,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.762439742,7678.487303,33,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.787007823,6474.629318,33,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.758744963,3515.234365,33,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.8040666,3694.88991,33,
,,,,,,,,,,,0.776988933,33 平均值,33,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.787735928,5301.6104,133,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.779111353,9141.698335,133,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.802176995,2263.16063,133,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.739327871,13209.47046,133,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.770259164,12029.80281,133,
,,,,,,,,,,,0.775722262,133 平均值,133,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.773025513,16281.33612,178,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.755668495,77971.27304,178,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.759111263,7758.764483,178,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.779075076,13159.08137,178,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.802332054,20820.38358,178,
,,,,,,,,,,,0.77384248,178 平均值,178,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.766564385,1971.367205,128,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.794600595,6281.05203,128,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.717294031,1683.008169,128,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.807648054,2217.654874,128,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.779178449,9493.853221,128,
,,,,,,,,,,,0.773057103,128 平均值,128,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.75283505,8798.100856,132,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.784829929,14905.15438,132,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.780495009,5583.25367,132,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.774497133,3796.813271,132,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.772494202,13535.187,132,
,,,,,,,,,,,0.773030265,132 平均值,132,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.783633115,3000.718589,84,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.795994203,5175.541267,84,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.66279564,1777.966504,84,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.808912928,1942.646821,84,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.812499839,1950.160647,84,
,,,,,,,,,,,0.772767145,84 平均值,84,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.781650088,29959.14015,38,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.731596412,17386.36444,38,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.747998675,61754.83835,38,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.794244248,17427.46223,38,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.791384478,39476.21797,38,
,,,,,,,,,,,0.76937478,38 平均值,38,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.78977963,21329.72413,182,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.774280435,4388.718547,182,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.762456115,7453.478877,182,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.785506347,25192.9234,182,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.734068051,28129.19706,182,
,,,,,,,,,,,0.769218116,182 平均值,182,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.745763637,10882.62761,34,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.767260708,13996.5129,34,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.768334245,19132.27525,34,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.826125802,10344.06017,34,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.732179409,76295.38207,34,
,,,,,,,,,,,0.76793276,34 平均值,34,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.773682027,2616.684517,86,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.701464813,5637.80697,86,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.794357573,5454.671469,86,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.786409416,5970.330659,86,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.758956203,45703.60679,86,
,,,,,,,,,,,0.762974007,86 平均值,86,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.771983758,24100.70601,35,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.752340016,46397.74675,35,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.770708933,22209.16791,35,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.776493642,134920.3444,35,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.733469644,91575.80557,35,
,,,,,,,,,,,0.760999199,35 平均值,35,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.763601243,37700.89681,130,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.769175675,4449.686052,130,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.790517686,10174.55783,130,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.770259164,19702.96741,130,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.697938577,4554.486628,130,
,,,,,,,,,,,0.758298469,130 平均值,130,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.748665141,11683.00675,131,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.784969579,21811.66056,131,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.773222307,24163.30228,131,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.711477539,187768.5575,131,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.717526139,60832.4405,131,
,,,,,,,,,,,0.747172141,131 平均值,131,
,,,,,,,,,,,0.809705753,总平均值,95.5,
